comname,season,est_year,weightedLat,weightedLon
american plaice,Spring,1991,42.7210733215836,-69.84195716572562
american plaice,Spring,1992,42.63376811992345,-69.66585228334446
american plaice,Spring,1993,42.675276156401175,-69.49608917496496
american plaice,Spring,1994,42.83394590214317,-69.70424063481751
american plaice,Spring,1995,42.736937713954426,-69.59280987582581
american plaice,Spring,1996,42.70868620628126,-69.78286341040715
american plaice,Spring,1997,42.466997108382614,-69.74357183833588
american plaice,Spring,1998,42.58256928053193,-69.8151075072037
american plaice,Spring,1999,42.53920486264232,-69.67599155068213
american plaice,Spring,2000,42.656645373529926,-68.99472750912086
american plaice,Spring,2001,42.665227328546536,-70.09339072342574
american plaice,Spring,2002,42.84417869839723,-69.5673658056303
american plaice,Spring,2003,42.76831234508357,-69.50537658427395
american plaice,Spring,2004,42.516981602452674,-70.17925992883575
american plaice,Spring,2005,42.53775811186698,-69.99434683516616
american plaice,Spring,2006,42.60400942446005,-69.90221093948233
american plaice,Spring,2007,42.601394533438196,-69.64363894017204
american plaice,Spring,2008,42.77664595252594,-69.72897164939428
american plaice,Spring,2009,42.843895824027115,-69.15000006871043
american plaice,Spring,2010,42.557762981118735,-69.61558900777604
american plaice,Spring,2011,42.87424689756337,-69.7168441756952
american plaice,Spring,2012,42.85747308662985,-69.86806243076838
american plaice,Spring,2013,42.796549044961615,-70.02795674258135
american plaice,Spring,2014,42.77897590736655,-70.05024741998334
american plaice,Spring,2015,42.904168730416295,-69.69387104911816
american plaice,Spring,2016,43.119957577869926,-69.66024739549232
american plaice,Spring,2017,42.839888313770174,-69.83376635405044
american plaice,Spring,2018,43.0663141611016,-69.7358492424389
american plaice,Spring,2019,42.83442493746071,-69.62086218026788
american plaice,Fall,1970,42.7898105345877,-68.84454128652015
american plaice,Fall,1971,42.62335748784682,-68.66520254733878
american plaice,Fall,1972,42.61643582522094,-69.30546149067757
american plaice,Fall,1973,42.74857355149926,-68.90065185712332
american plaice,Fall,1974,42.55660978190822,-69.92697646302923
american plaice,Fall,1975,42.50062793869815,-69.56210812101533
american plaice,Fall,1976,42.54934319289263,-69.78830925078134
american plaice,Fall,1977,42.540879868170826,-69.51129325821772
american plaice,Fall,1978,42.89537045638138,-69.22597580466126
american plaice,Fall,1979,42.85723537856629,-69.46096791287198
american plaice,Fall,1980,42.680449643227725,-69.27649228316483
american plaice,Fall,1981,42.7737696735609,-69.270473097434
american plaice,Fall,1982,42.451349894660076,-68.80310960600727
american plaice,Fall,1983,42.79767345939717,-69.54192869194733
american plaice,Fall,1984,42.63501591934069,-69.80648389893967
american plaice,Fall,1985,42.71566264895719,-69.53017466777038
american plaice,Fall,1986,42.76932522495729,-69.82493096807019
american plaice,Fall,1987,42.821888574152496,-69.4935823217362
american plaice,Fall,1988,42.620812343013995,-69.71350181034866
american plaice,Fall,1989,42.49398492527522,-69.52779261090188
american plaice,Fall,1990,42.71161793560333,-69.65942370279608
american plaice,Fall,1991,42.69195440284419,-69.88418468074487
american plaice,Fall,1992,42.697950584012844,-69.2847490437207
american plaice,Fall,1993,42.69196127351736,-69.32225222070208
american plaice,Fall,1994,42.68183959245349,-69.66346217126267
american plaice,Fall,1995,42.77754501498528,-69.247630480981
american plaice,Fall,1996,42.65779270123397,-69.0052585929715
american plaice,Fall,1997,42.53210128151671,-69.37357789548439
american plaice,Fall,1998,42.392409898522004,-69.75847164877399
american plaice,Fall,1999,42.63766141177443,-69.7743730161424
american plaice,Fall,2000,42.38811933729227,-69.54631146412754
american plaice,Fall,2001,42.591725783143055,-69.72139285249705
american plaice,Fall,2002,42.47457931736534,-68.88121937565857
american plaice,Fall,2003,41.919873340717814,-68.8956984278297
american plaice,Fall,2004,42.46470847740843,-69.49590105213301
american plaice,Fall,2005,43.04807003969936,-68.96854947244616
american plaice,Fall,2006,42.57269206105882,-69.77235176790767
american plaice,Fall,2007,42.509860455154346,-69.46275583206379
american plaice,Fall,2008,42.62715907111618,-69.71496424905361
american plaice,Fall,2009,42.41786363085809,-68.8226889650549
american plaice,Fall,2010,42.618107893926776,-69.26503735303645
american plaice,Fall,2011,42.578450846264076,-69.64317815226794
american plaice,Fall,2012,42.79735752404413,-69.23044544304753
american plaice,Fall,2013,42.87238865938203,-69.32006331954834
american plaice,Fall,2014,42.756641600993895,-69.65697244394634
american plaice,Fall,2015,42.736424304637964,-69.4078352654078
american plaice,Fall,2016,42.91825154769315,-69.38494302707461
american plaice,Fall,2017,42.93612775261879,-69.29638263576817
american plaice,Fall,2018,43.09170415299006,-69.4688573616591
american plaice,Fall,2019,42.93126747712559,-69.64897548163862
atlantic cod,Spring,1970,42.24919630320033,-69.33797527363818
atlantic cod,Spring,1971,41.855074276507615,-68.44494740558079
atlantic cod,Spring,1972,41.78656211155451,-68.28175183081964
atlantic cod,Spring,1973,41.869446899445784,-67.97558156163002
atlantic cod,Spring,1974,41.625432539334454,-67.57622046919114
atlantic cod,Spring,1975,41.85505971188649,-67.86000942634287
atlantic cod,Spring,1976,41.85731422472544,-68.88781941648848
atlantic cod,Spring,1977,42.21552190084958,-68.749634500041
atlantic cod,Spring,1978,41.97458892162853,-67.02589930931015
atlantic cod,Spring,1979,41.963316014156725,-67.86096014250522
atlantic cod,Spring,1980,41.575090168042856,-67.39321970316152
atlantic cod,Spring,1981,41.99332451333576,-68.12838759124804
atlantic cod,Spring,1982,41.99999975944453,-66.67533792563434
atlantic cod,Spring,1983,41.908354666941406,-68.1460811140947
atlantic cod,Spring,1984,41.959333172220376,-69.12464036738383
atlantic cod,Spring,1985,42.08377966959868,-67.5506396953112
atlantic cod,Spring,1986,41.76632814576972,-67.82234305463254
atlantic cod,Spring,1987,41.86052710355485,-68.02717138274276
atlantic cod,Spring,1988,41.81305092746233,-68.1660344695696
atlantic cod,Spring,1989,41.930077033941565,-67.8722226906682
atlantic cod,Spring,1990,41.79328428384105,-68.11415132762032
atlantic cod,Spring,1991,41.89154182933314,-67.93471846608497
atlantic cod,Spring,1992,42.29941911524734,-67.8738611595657
atlantic cod,Spring,1993,42.09111864209604,-68.04244397645346
atlantic cod,Spring,1994,42.36949997722584,-67.7138957878384
atlantic cod,Spring,1995,42.07121941567725,-67.82124110373614
atlantic cod,Spring,1996,42.42596972258768,-68.58697582077602
atlantic cod,Spring,1997,42.17007608152141,-68.68200592313524
atlantic cod,Spring,1998,42.028637549415556,-67.96273484553429
atlantic cod,Spring,1999,42.24943301824423,-69.87076123813814
atlantic cod,Spring,2000,41.522236102378194,-68.87290103270651
atlantic cod,Spring,2001,42.4755546215552,-69.1875020082971
atlantic cod,Spring,2002,42.33065353882247,-69.56123162988794
atlantic cod,Spring,2003,42.52207363573243,-70.00112908048011
atlantic cod,Spring,2004,42.170890030857194,-66.91295237119171
atlantic cod,Spring,2005,42.318039070925764,-68.55801939454692
atlantic cod,Spring,2006,41.68638310451979,-68.60113423201267
atlantic cod,Spring,2007,42.269492547722486,-69.3625038181166
atlantic cod,Spring,2008,42.22935668816169,-69.69957248711876
atlantic cod,Spring,2009,42.34523225178813,-69.76394781508236
atlantic cod,Spring,2010,42.28210352806884,-69.18603938093946
atlantic cod,Spring,2011,42.2760064974706,-68.71756386542114
atlantic cod,Spring,2012,42.36066329783645,-68.98168872535017
atlantic cod,Spring,2013,42.170411175416014,-67.52447779905899
atlantic cod,Spring,2014,42.20016245378037,-68.10509150288544
atlantic cod,Spring,2015,42.64005369417677,-69.59498715850408
atlantic cod,Spring,2016,42.37744414551508,-68.68457212892172
atlantic cod,Spring,2017,41.97079111277348,-67.15887636169445
atlantic cod,Spring,2018,42.23676112436508,-67.72168119877905
atlantic cod,Spring,2019,42.11905823281889,-66.88437604189933
atlantic cod,Fall,1970,42.23561738885042,-68.43328378804162
atlantic cod,Fall,1971,42.32538247522355,-69.41861117249478
atlantic cod,Fall,1972,41.53734698834855,-69.45370959706283
atlantic cod,Fall,1973,41.68444946428316,-68.76591202603765
atlantic cod,Fall,1974,42.09182137478438,-68.37994230809038
atlantic cod,Fall,1975,41.79068364839774,-69.56672788307178
atlantic cod,Fall,1976,41.991585138369416,-68.70302143788321
atlantic cod,Fall,1977,42.10608963024906,-68.3346049147582
atlantic cod,Fall,1978,42.01071629646042,-68.52737831736687
atlantic cod,Fall,1979,42.00880100928082,-68.20901395885801
atlantic cod,Fall,1980,42.23758950663091,-69.01654868514643
atlantic cod,Fall,1981,41.90580017196398,-69.00952019624164
atlantic cod,Fall,1982,42.23901027401159,-70.09540444951273
atlantic cod,Fall,1983,41.6662599000809,-69.19234162201269
atlantic cod,Fall,1984,42.65238804893234,-67.47148635045284
atlantic cod,Fall,1985,42.62528461844923,-69.47031810395251
atlantic cod,Fall,1986,42.66936740678533,-68.46375230530124
atlantic cod,Fall,1987,42.233776967291895,-68.86795478480614
atlantic cod,Fall,1988,42.22393367070295,-69.06826144194318
atlantic cod,Fall,1989,42.19665294647293,-68.46927646734355
atlantic cod,Fall,1990,41.814121949965056,-68.31199678922063
atlantic cod,Fall,1991,42.29902648255982,-69.11425293869621
atlantic cod,Fall,1992,41.998917136025966,-68.76169178162397
atlantic cod,Fall,1993,41.92936757866838,-69.18606633272084
atlantic cod,Fall,1994,41.96569710308358,-68.29178164304902
atlantic cod,Fall,1995,42.11748000809119,-68.49354988780401
atlantic cod,Fall,1996,42.495815736309154,-68.84660313228275
atlantic cod,Fall,1997,42.1251326936935,-67.33833880068804
atlantic cod,Fall,1998,41.81445095887141,-68.79251775092351
atlantic cod,Fall,1999,42.45266057131147,-69.53648690818282
atlantic cod,Fall,2000,42.53270280120022,-69.79868010830427
atlantic cod,Fall,2001,42.84255430378182,-69.07178381518888
atlantic cod,Fall,2002,42.59410329333556,-69.73366100098822
atlantic cod,Fall,2003,42.09142975168482,-69.65603796410014
atlantic cod,Fall,2004,42.22827459675262,-67.96784121918915
atlantic cod,Fall,2005,42.41911157837547,-69.16800085872318
atlantic cod,Fall,2006,42.40465978131728,-69.10015692157263
atlantic cod,Fall,2007,42.40735804524283,-69.79572997820162
atlantic cod,Fall,2008,42.15367494038409,-69.91492570591319
atlantic cod,Fall,2009,42.008570194063296,-69.75771416080573
atlantic cod,Fall,2010,41.584703015324266,-69.1823348844121
atlantic cod,Fall,2011,42.22519013650559,-69.10394870656923
atlantic cod,Fall,2012,41.942170215545,-68.79210050096096
atlantic cod,Fall,2013,42.22322610954882,-67.48998118817809
atlantic cod,Fall,2014,42.42435341119214,-68.57392776091437
atlantic cod,Fall,2015,41.99378736817439,-67.28976757678798
atlantic cod,Fall,2016,42.428466987255334,-68.02813809569224
atlantic cod,Fall,2017,42.58142286571391,-69.29925447416036
atlantic cod,Fall,2018,42.200979265848815,-67.8808890275211
atlantic cod,Fall,2019,42.156626474478614,-67.11316097876937
atlantic croaker,Spring,1974,36.03333265278306,-74.90000078124594
atlantic croaker,Spring,1979,40.4,-71.583333
atlantic croaker,Spring,1980,35.833332999999996,-75.216667
atlantic croaker,Spring,1993,35.566666999999995,-75.133333
atlantic croaker,Spring,1999,36.13166633333333,-75.16583299999999
atlantic croaker,Spring,2008,35.610482999999995,-75.13510000000001
atlantic croaker,Spring,2013,35.51820448427542,-75.18939355580319
atlantic croaker,Spring,2015,39.95773469244211,-72.0339423272171
atlantic croaker,Spring,2016,36.4586634639955,-75.50259397658701
atlantic croaker,Spring,2017,36.03780804747944,-75.30998359246276
atlantic croaker,Spring,2018,36.430805,-74.777818
atlantic croaker,Fall,1970,36.050000000000004,-75.25
atlantic croaker,Fall,1971,37.48333300000001,-75.21666700000002
atlantic croaker,Fall,1972,35.666667,-74.91666699999998
atlantic croaker,Fall,1973,36.25571679338582,-75.4388610743307
atlantic croaker,Fall,1974,37.29981053007945,-74.77977650510783
atlantic croaker,Fall,1975,35.57944259759356,-74.96767287318627
atlantic croaker,Fall,1976,35.90100429848199,-75.21350207622027
atlantic croaker,Fall,1977,37.61607958757375,-75.30018212170192
atlantic croaker,Fall,1978,37.14629597222222,-75.41574075
atlantic croaker,Fall,1979,37.633333,-75.05
atlantic croaker,Fall,1980,36.563045798722044,-75.57641074760383
atlantic croaker,Fall,1981,36.535886637561774,-75.22707279901152
atlantic croaker,Fall,1982,38.25,-74.8
atlantic croaker,Fall,1983,37.502234290645326,-75.2834081945973
atlantic croaker,Fall,1984,36.452715142192126,-75.55825255480319
atlantic croaker,Fall,1985,36.834308400531924,-75.22152195908059
atlantic croaker,Fall,1986,37.749929164136816,-75.06669061181945
atlantic croaker,Fall,1989,37.1992211096805,-75.53315814735336
atlantic croaker,Fall,1990,36.46277806666667,-75.36277776666668
atlantic croaker,Fall,1991,36.433333,-75.533333
atlantic croaker,Fall,1992,38.283333,-74.81666700000001
atlantic croaker,Fall,1995,37.28875869328705,-75.1679457375401
atlantic croaker,Fall,1996,37.089555327999996,-75.31506633333333
atlantic croaker,Fall,1997,37.78289444736842,-75.07631578947368
atlantic croaker,Fall,1998,36.77319707549134,-75.36776074547703
atlantic croaker,Fall,1999,36.49926888993187,-75.54298983754731
atlantic croaker,Fall,2000,37.38069447138375,-75.05983089150497
atlantic croaker,Fall,2001,38.061057999999996,-74.81961
atlantic croaker,Fall,2002,38.070333,-74.87700000000001
atlantic croaker,Fall,2003,37.72024935219022,-74.95369545137542
atlantic croaker,Fall,2005,38.0551,-74.909083
atlantic croaker,Fall,2006,37.93400616399886,-74.89414293105146
atlantic croaker,Fall,2007,38.1983422980158,-74.85804069276357
atlantic croaker,Fall,2008,37.44117194090426,-75.28803408020596
atlantic croaker,Fall,2009,37.919069110038464,-74.77158853154434
atlantic croaker,Fall,2010,37.96911288623623,-74.94724989545779
atlantic croaker,Fall,2011,38.422982475130425,-74.73328730839421
atlantic croaker,Fall,2012,36.22704979483128,-75.22539258713209
atlantic croaker,Fall,2013,38.92728554864618,-74.53181737567492
atlantic croaker,Fall,2014,38.641602121394556,-74.55608002212942
atlantic croaker,Fall,2015,36.793507854631535,-75.16064042813079
atlantic croaker,Fall,2016,37.90520769102479,-75.0240454939224
atlantic croaker,Fall,2018,37.85230488154554,-75.03200670121856
atlantic croaker,Fall,2019,37.16298506152971,-75.27535593982465
atlantic herring,Spring,1970,40.6396660486548,-71.30512725912172
atlantic herring,Spring,1971,39.396197068035754,-72.87248876099417
atlantic herring,Spring,1972,40.69028844008651,-71.4582070199661
atlantic herring,Spring,1973,41.42071375299175,-71.02950995442379
atlantic herring,Spring,1974,41.02249698248996,-69.41319872688742
atlantic herring,Spring,1975,42.4887130906039,-67.67553572806861
atlantic herring,Spring,1976,41.45122792039478,-70.31408061736276
atlantic herring,Spring,1977,41.86316395589548,-70.58539716290173
atlantic herring,Spring,1978,41.09694023838885,-70.81173062448504
atlantic herring,Spring,1979,41.35508627523574,-70.62740041824713
atlantic herring,Spring,1980,41.42551736564465,-70.64019419618444
atlantic herring,Spring,1981,41.127482815356714,-69.50716551303609
