comname,season,est_year,weightedLat,weightedLon
black sea bass,Fall,1983,37.32054705432118,-74.86745799964427
black sea bass,Fall,1984,36.88153185107861,-75.44833055987755
black sea bass,Fall,1985,37.54146529200773,-73.8936250310857
black sea bass,Fall,1986,37.58339367307616,-75.07860598851734
black sea bass,Fall,1987,37.34950570680628,-75.24173967364746
black sea bass,Fall,1988,36.9093334,-75.13266656
black sea bass,Fall,1989,37.4958757076442,-75.30354906722009
black sea bass,Fall,1990,37.15040912449346,-74.90592021634473
black sea bass,Fall,1991,36.59164999134065,-75.43738792698285
black sea bass,Fall,1992,38.14326257309737,-74.85569534361129
black sea bass,Fall,1993,36.86666696969697,-75.38737375757576
black sea bass,Fall,1994,36.644549121965774,-75.16109594827233
black sea bass,Fall,1995,38.10409701126991,-74.24006106287905
black sea bass,Fall,1996,37.17965297309894,-75.12089452569474
black sea bass,Fall,1997,37.530437541929295,-75.15235748826052
black sea bass,Fall,1998,36.884757276846635,-75.38205963165727
black sea bass,Fall,1999,39.144688619220986,-73.86510139153259
black sea bass,Fall,2000,36.93193022866319,-75.01802087074087
black sea bass,Fall,2001,40.053166325510205,-72.57863792755101
black sea bass,Fall,2002,37.06462325756113,-75.00375601986204
black sea bass,Fall,2003,37.89422896806254,-74.71201635608612
black sea bass,Fall,2004,38.14614919676809,-74.52575967363427
black sea bass,Fall,2005,41.15711972923723,-70.81923871316037
black sea bass,Fall,2006,39.68083524023499,-73.02445643918338
black sea bass,Fall,2007,38.180463582358485,-74.59542718612285
black sea bass,Fall,2008,37.08647333836409,-75.45095216701858
black sea bass,Fall,2009,38.279987844484964,-74.58042466993707
black sea bass,Fall,2010,40.152547110761695,-71.90819582113654
black sea bass,Fall,2011,38.60312855486467,-74.07137531629625
black sea bass,Fall,2012,38.57850602170381,-74.22186656434876
black sea bass,Fall,2013,41.04682295435858,-71.01441449945602
black sea bass,Fall,2014,40.580704093803874,-72.00300626606284
black sea bass,Fall,2015,40.058986276047975,-72.56833219445986
black sea bass,Fall,2016,40.441584762018245,-71.64011344401942
black sea bass,Fall,2017,41.96605506076976,-69.91159303376098
black sea bass,Fall,2018,40.616294944413774,-72.46329110815707
black sea bass,Fall,2019,39.51453870985771,-73.31939386274613
bluefish,Spring,1974,37.63200044003476,-74.3356432630359
bluefish,Spring,1975,37.02837837837838,-74.62837845945947
bluefish,Spring,1976,35.69126233980582,-75.02524272815535
bluefish,Spring,1977,36.2,-74.8
bluefish,Spring,1978,36.183333,-74.85000000000001
bluefish,Spring,1979,35.6,-74.86666699999999
bluefish,Spring,1980,35.72812208188586,-74.86836211166253
bluefish,Spring,1982,36.442424454545446,-74.78333318181818
bluefish,Spring,1983,36.483073171875,-74.74713559375
bluefish,Spring,1984,36.083332999999996,-74.8
bluefish,Spring,1985,36.41626214170041,-74.7425779311741
bluefish,Spring,1986,36.73869514341085,-74.67260964341085
bluefish,Spring,1988,36.89389340839695,-74.66221374045801
bluefish,Spring,1989,36.1,-74.8
bluefish,Spring,1990,36.39036122289156,-74.81044165662651
bluefish,Spring,1992,36.121268537313426,-74.93295986567163
bluefish,Spring,1993,37.37749985,-73.8375
bluefish,Spring,1994,36.316666999999995,-74.783333
bluefish,Spring,1996,36.59754535146443,-74.7179496
bluefish,Spring,1997,36.162941014423076,-74.78333300721154
bluefish,Spring,1998,36.03855430120481,-74.80983931325302
bluefish,Spring,1999,35.696054576204176,-74.98441286628325
bluefish,Spring,2000,36.137102784735816,-74.8400691409002
bluefish,Spring,2001,35.848042,-75.075188
bluefish,Spring,2002,36.938802180364036,-74.46314083949254
bluefish,Spring,2003,35.94184466901474,-74.90591946445234
bluefish,Spring,2005,37.69577792174704,-74.02918547952684
bluefish,Spring,2006,36.93764524718633,-74.71602213755732
bluefish,Spring,2007,36.199700529680364,-74.8015038828006
bluefish,Spring,2008,37.42724230964467,-74.20305276649746
bluefish,Spring,2010,38.889303376071865,-72.92219534177215
bluefish,Spring,2011,36.84843641600146,-74.61190222777405
bluefish,Spring,2012,37.55230730970615,-74.53371029860894
bluefish,Spring,2013,36.42281877784565,-74.71033039951644
bluefish,Spring,2015,36.11441065809935,-74.89792250591556
bluefish,Spring,2016,37.811405895706514,-74.28361828199087
bluefish,Spring,2017,38.93121359527121,-72.93201615254401
bluefish,Spring,2018,36.27193354329079,-74.790657816543
bluefish,Spring,2019,36.79165492836792,-74.6647324297012
bluefish,Fall,1970,40.870348732558135,-71.74321682558138
bluefish,Fall,1971,40.703013317019945,-70.39876348690773
bluefish,Fall,1972,41.05626852635182,-69.81429380287474
bluefish,Fall,1973,40.82519399453765,-69.33502645220445
bluefish,Fall,1974,40.98696767457644,-68.54160141403202
bluefish,Fall,1975,37.95343025861897,-72.57236630647478
bluefish,Fall,1976,36.89729691593724,-74.54434072617673
bluefish,Fall,1977,39.91624711722651,-71.4716884908236
bluefish,Fall,1978,40.980318810486416,-69.15381485765424
bluefish,Fall,1979,41.09747203006763,-68.70713145481473
bluefish,Fall,1980,41.088347367098244,-69.32519669992384
bluefish,Fall,1981,38.989702431479955,-72.0817506111858
bluefish,Fall,1982,40.94458531399748,-70.17441401560531
bluefish,Fall,1983,41.101385943973945,-70.34561731509228
bluefish,Fall,1984,41.13358191754386,-69.06747079561404
bluefish,Fall,1985,39.11909970308915,-73.3914388298323
bluefish,Fall,1986,41.413295289802726,-67.58316644401222
bluefish,Fall,1987,40.915989851535834,-69.22019073737202
bluefish,Fall,1988,41.12835109880428,-69.16362496853367
bluefish,Fall,1989,39.045562304287685,-72.6939255857538
bluefish,Fall,1990,41.25656943306321,-69.19901128784441
bluefish,Fall,1991,41.44435681259842,-68.20435699370078
bluefish,Fall,1992,41.267107463395945,-68.80092644193178
bluefish,Fall,1993,41.07974242420168,-69.1102800712605
bluefish,Fall,1994,40.886793440962506,-69.48202459018839
bluefish,Fall,1995,40.8404013497188,-69.97337708748177
bluefish,Fall,1996,40.7043751875,-71.59627976607143
bluefish,Fall,1997,41.59961992194627,-67.78110333806386
bluefish,Fall,1998,41.13621960496096,-69.19606489848417
bluefish,Fall,1999,41.34595057342405,-68.07683968613168
bluefish,Fall,2000,39.48841564289958,-71.89261672430185
bluefish,Fall,2001,40.85797037768041,-71.1637328648969
bluefish,Fall,2002,41.10198198679326,-68.86125387590356
bluefish,Fall,2003,38.553439609147254,-72.56704974431787
bluefish,Fall,2004,40.49079934212524,-71.02325589040372
bluefish,Fall,2005,41.18510885466807,-68.61746002558847
bluefish,Fall,2006,39.361263776873606,-72.65934733429317
bluefish,Fall,2007,41.46891058541986,-68.14286514073127
bluefish,Fall,2008,40.74816072335574,-69.40233767882077
bluefish,Fall,2009,39.50333998192819,-71.9291014086013
bluefish,Fall,2010,40.53727435429406,-70.89293248932208
bluefish,Fall,2011,39.48703863267214,-72.1744451861208
bluefish,Fall,2012,41.22915553383828,-69.5351493880371
bluefish,Fall,2013,40.93231731881597,-71.09774363903387
bluefish,Fall,2014,40.48740609246059,-72.08823695929907
bluefish,Fall,2015,41.09751174663392,-69.64801545890995
bluefish,Fall,2016,39.58263569760919,-72.39262287126436
bluefish,Fall,2018,39.7775197103584,-73.60574975930784
bluefish,Fall,2019,40.62584735634085,-69.33501513176367
butterfish,Spring,1970,37.411335649009025,-73.67731485108598
butterfish,Spring,1971,37.17206507079848,-74.3703502693976
butterfish,Spring,1972,38.04689044774085,-74.04426791618482
butterfish,Spring,1973,39.636326172800125,-71.70972980406108
butterfish,Spring,1974,39.968064964662666,-71.80823707806641
butterfish,Spring,1975,37.99562604190136,-73.51944279608834
butterfish,Spring,1976,39.75327171121859,-70.9352618403545
butterfish,Spring,1977,38.67262809506077,-72.8571799768813
butterfish,Spring,1978,37.44104794646816,-73.91866425016464
butterfish,Spring,1979,38.70458834999862,-72.84804185795667
butterfish,Spring,1980,39.37237586270896,-71.48687819136653
butterfish,Spring,1981,39.58575861427864,-70.77094484805696
butterfish,Spring,1982,39.30386934412992,-71.46020235584639
butterfish,Spring,1983,40.02943404314402,-70.98387091404584
butterfish,Spring,1984,39.53896635957183,-71.50390405768486
butterfish,Spring,1985,38.75485191966954,-72.29691718934716
butterfish,Spring,1986,39.700793854381295,-71.09830501606157
butterfish,Spring,1987,38.745593642324614,-72.45852962230747
butterfish,Spring,1988,38.803174643186985,-72.77367443661278
butterfish,Spring,1989,37.29299837827616,-74.03341098625371
butterfish,Spring,1990,38.299845923302456,-73.0117578949904
butterfish,Spring,1991,39.342785835830256,-72.30413739581948
butterfish,Spring,1992,38.86238764456075,-72.87493203072748
butterfish,Spring,1993,38.07364803983429,-73.17856172034968
butterfish,Spring,1994,38.29302809782547,-72.23880864417673
butterfish,Spring,1995,40.23314688058824,-68.21369718042874
butterfish,Spring,1996,39.34490913515018,-71.51534504312772
butterfish,Spring,1997,39.35956019878909,-72.18714349720884
butterfish,Spring,1998,39.51161687288122,-71.3606707775851
butterfish,Spring,1999,39.45006240270182,-72.11755176667266
butterfish,Spring,2000,39.71064963692104,-71.20731704463385
butterfish,Spring,2001,39.64401593707653,-71.39466105877636
butterfish,Spring,2002,39.81394629242198,-71.79847275166134
butterfish,Spring,2003,39.429259834329066,-70.98101891130875
butterfish,Spring,2004,36.56709577592183,-74.68576865007364
butterfish,Spring,2005,39.436391010871525,-71.84544716860118
butterfish,Spring,2006,39.20891151111866,-72.39035591219503
butterfish,Spring,2007,39.869165087903504,-70.55155983318426
butterfish,Spring,2008,39.20414220030869,-72.92142080003632
butterfish,Spring,2009,39.96542658155498,-71.04644811922519
butterfish,Spring,2010,37.69771221625598,-73.657088401806
butterfish,Spring,2011,39.333223125969326,-71.64223668266976
butterfish,Spring,2012,39.93286065655863,-70.90501614156919
butterfish,Spring,2013,39.74327327939493,-70.87363488965055
butterfish,Spring,2014,39.60240396553611,-71.82321294617735
butterfish,Spring,2015,39.73199409873259,-70.69769922110785
butterfish,Spring,2016,39.95822828559987,-70.96510522666648
butterfish,Spring,2017,38.77851287910249,-72.52562749382037
butterfish,Spring,2018,39.668495460345284,-71.27262385529535
butterfish,Spring,2019,37.044517524202384,-73.61163910807231
butterfish,Fall,1970,37.74832235145075,-74.0164964616819
butterfish,Fall,1971,38.148666000998915,-72.86398339615245
butterfish,Fall,1972,39.686909158684664,-71.77745825449695
butterfish,Fall,1973,37.823288248505506,-73.8439748776413
butterfish,Fall,1974,39.647381357531614,-71.82297294475103
butterfish,Fall,1975,40.2468853001887,-70.53976589425433
butterfish,Fall,1976,39.494830126086825,-71.69870277343465
butterfish,Fall,1977,39.84777004474416,-71.35456594625865
butterfish,Fall,1978,39.97676063503649,-71.44798582098873
butterfish,Fall,1979,39.584636354809426,-71.69008086798505
butterfish,Fall,1980,39.65889169439442,-71.1337943151552
butterfish,Fall,1981,40.123047689241645,-71.5417723306581
butterfish,Fall,1982,40.07325125893464,-71.48118611058425
butterfish,Fall,1983,39.53572630131361,-71.77506797810484
butterfish,Fall,1984,39.598544942109946,-71.78946955111192
butterfish,Fall,1985,39.02731649447511,-72.13738241287061
butterfish,Fall,1986,40.2420460586314,-71.22103082026429
butterfish,Fall,1987,38.23555383106227,-72.87211326237895
butterfish,Fall,1988,40.03499842953524,-71.35865417881406
butterfish,Fall,1989,39.31834512509709,-72.3922423436866
butterfish,Fall,1990,38.51744422671999,-72.90548890854765
butterfish,Fall,1991,39.464756658120265,-71.84956042491764
butterfish,Fall,1992,39.17859336966685,-72.22150208311552
butterfish,Fall,1993,39.951239308885164,-71.31421971916423
butterfish,Fall,1994,39.52488941160022,-72.0654176690033
butterfish,Fall,1995,40.488774495897374,-70.34487201303514
butterfish,Fall,1996,40.06372309905015,-71.73833769629742
butterfish,Fall,1997,39.90672688697189,-70.9229116126098
butterfish,Fall,1998,39.52285588905774,-71.07737390081279
butterfish,Fall,1999,40.549363409701506,-70.53794362735265
butterfish,Fall,2000,40.287274179324406,-71.13793309632588
butterfish,Fall,2001,40.16618722111719,-70.32767861833524
butterfish,Fall,2002,38.883362655216786,-72.27537512296787
butterfish,Fall,2003,37.29663424852176,-73.80883680047899
butterfish,Fall,2004,39.44894945538244,-71.69953027041275
butterfish,Fall,2005,39.17008458175335,-72.73925164523291
butterfish,Fall,2006,40.28124880505539,-70.78930369099398
butterfish,Fall,2007,39.98319045099969,-70.79763011653604
butterfish,Fall,2008,39.07738025723725,-72.65551263954727
butterfish,Fall,2009,38.0231717320615,-73.19111346767858
butterfish,Fall,2010,38.20505251604251,-73.15323409576125
butterfish,Fall,2011,37.83031217516186,-73.42518349198112
butterfish,Fall,2012,41.122731674241045,-69.44408924035072
butterfish,Fall,2013,38.50398807777934,-72.35422419974716
butterfish,Fall,2014,39.90471063778876,-71.52682059516229
butterfish,Fall,2015,38.77253169164182,-72.26381409563412
butterfish,Fall,2016,41.264694582722285,-70.24717038687186
butterfish,Fall,2017,42.42805882825542,-69.26978463165497
butterfish,Fall,2018,37.15470595075472,-74.06454567227333
butterfish,Fall,2019,38.9585771863936,-72.18237090444083
fawn cusk-eel,Spring,1970,38.750705687620766,-73.09866635575322
fawn cusk-eel,Spring,1971,39.40617296296296,-72.04567877777777
fawn cusk-eel,Spring,1972,39.02777780555555,-71.80185191666666
fawn cusk-eel,Spring,1973,40.3329431234872,-68.63445607090071
fawn cusk-eel,Spring,1974,40.034566586490726,-70.44026099082264
fawn cusk-eel,Spring,1975,39.98474773662439,-70.74312777370173
fawn cusk-eel,Spring,1976,39.82568278362493,-70.95040262265758
fawn cusk-eel,Spring,1977,40.256791520083134,-68.99512676462679
fawn cusk-eel,Spring,1978,39.19744424589399,-72.57002610176401
fawn cusk-eel,Spring,1979,39.49199043126328,-72.18478154660271
fawn cusk-eel,Spring,1980,39.98600227742977,-70.72468613982103
fawn cusk-eel,Spring,1981,40.05346194367082,-70.06629278563614
fawn cusk-eel,Spring,1982,39.279937295891976,-71.62187240939936
fawn cusk-eel,Spring,1983,39.90623930160422,-70.66837203626332
fawn cusk-eel,Spring,1984,40.429942239104655,-68.05132702444041
fawn cusk-eel,Spring,1985,40.155374645968195,-70.583363653118
fawn cusk-eel,Spring,1986,39.68086761186479,-71.01280803423626
fawn cusk-eel,Spring,1987,40.057820759860526,-70.78580745596675
fawn cusk-eel,Spring,1988,39.96381342014614,-69.8628777285533
fawn cusk-eel,Spring,1989,39.962294331434265,-70.0725964433743
fawn cusk-eel,Spring,1990,39.96979650363757,-71.35984461084341
fawn cusk-eel,Spring,1991,39.4187262480454,-70.6779101309016
fawn cusk-eel,Spring,1992,39.36440937182009,-72.0156506098662
fawn cusk-eel,Spring,1993,39.770848264366705,-71.60868820090798
fawn cusk-eel,Spring,1994,40.31134607406423,-68.96327024775401
fawn cusk-eel,Spring,1995,40.19686272492224,-69.84862714770328
fawn cusk-eel,Spring,1996,39.46835458791472,-71.03550685799583
fawn cusk-eel,Spring,1997,38.87777499917395,-71.33112154491307
fawn cusk-eel,Spring,1998,39.908197955414956,-69.07404210990542
fawn cusk-eel,Spring,1999,39.32203665351065,-71.39807112970337
fawn cusk-eel,Spring,2000,40.28222706103029,-70.57437168693637
fawn cusk-eel,Spring,2001,40.04572985316478,-71.20148115231132
fawn cusk-eel,Spring,2002,40.24172972706581,-69.1002655363451
fawn cusk-eel,Spring,2003,40.240997641432344,-70.8157804736842
fawn cusk-eel,Spring,2004,38.930166629663745,-72.73017422224781
fawn cusk-eel,Spring,2005,39.28512848564868,-71.99725579747417
fawn cusk-eel,Spring,2006,40.05305219308138,-71.04166968602732
fawn cusk-eel,Spring,2007,40.1614930691479,-69.50006466051731
fawn cusk-eel,Spring,2008,40.219111349011534,-69.98799339697283
fawn cusk-eel,Spring,2009,40.12140393462141,-69.0389759916103
fawn cusk-eel,Spring,2010,39.20356492415062,-71.9286034631593
fawn cusk-eel,Spring,2011,40.204037640969716,-69.3103300138971
fawn cusk-eel,Spring,2012,39.98344993332851,-71.21938109083432
fawn cusk-eel,Spring,2013,39.4944976898942,-70.58016234564636
fawn cusk-eel,Spring,2014,39.59202641644943,-71.42196296944535
fawn cusk-eel,Spring,2015,39.684676419772,-70.18949248868148
fawn cusk-eel,Spring,2016,40.02400924989496,-70.45412931361986
fawn cusk-eel,Spring,2017,39.652321937318256,-70.10462311461109
fawn cusk-eel,Spring,2018,39.83687081463924,-71.10338717341517
fawn cusk-eel,Spring,2019,39.37472815390884,-72.0593204559051
fawn cusk-eel,Fall,1970,39.65122451009586,-70.85276016501497
fawn cusk-eel,Fall,1971,39.76414108053886,-71.66979920579053
fawn cusk-eel,Fall,1972,39.79047371834069,-71.66285619903306
fawn cusk-eel,Fall,1973,39.224136075295334,-71.29409422173633
fawn cusk-eel,Fall,1974,40.00004770251221,-71.81638847591893
fawn cusk-eel,Fall,1975,40.68552817196968,-67.71020413268904
fawn cusk-eel,Fall,1976,40.17845246934893,-70.85511223221665
fawn cusk-eel,Fall,1977,39.96454246858762,-70.78893063527259
fawn cusk-eel,Fall,1978,39.42171196747527,-71.45101189533786
fawn cusk-eel,Fall,1979,39.57446092701462,-71.5908323367618
fawn cusk-eel,Fall,1980,39.52634779059213,-72.021958226496
fawn cusk-eel,Fall,1981,39.46872036321236,-71.3913061759032
fawn cusk-eel,Fall,1982,39.8463330591322,-71.81569572220621
fawn cusk-eel,Fall,1983,39.39777475785827,-72.34465567998265
fawn cusk-eel,Fall,1984,39.10613700392792,-72.41839392278555
fawn cusk-eel,Fall,1985,39.9243719808675,-71.01375850924704
fawn cusk-eel,Fall,1986,40.09135729384817,-70.5109475144026
fawn cusk-eel,Fall,1987,40.085108167751386,-70.65500955420025
fawn cusk-eel,Fall,1988,39.79993715874619,-71.8205056472165
fawn cusk-eel,Fall,1989,39.984796237390846,-71.20051193559404
fawn cusk-eel,Fall,1990,40.185418943383326,-69.64319269836824
fawn cusk-eel,Fall,1991,39.725319851015804,-71.4661773972912
fawn cusk-eel,Fall,1992,40.03326927441172,-69.83555160440204
fawn cusk-eel,Fall,1993,40.1852475834774,-70.24555763264217
fawn cusk-eel,Fall,1994,39.23384877589955,-71.62147412977197
fawn cusk-eel,Fall,1995,39.71481475600893,-70.94305124992901
fawn cusk-eel,Fall,1996,39.92001791097013,-71.07033111938469
fawn cusk-eel,Fall,1997,40.054350791271375,-70.40710729719183
fawn cusk-eel,Fall,1998,39.8638339844539,-70.2912775089842
fawn cusk-eel,Fall,1999,38.7411852773341,-72.09860767685936
fawn cusk-eel,Fall,2000,40.57075450078871,-68.0078398439095
fawn cusk-eel,Fall,2001,40.06956287377824,-71.14536486294823
fawn cusk-eel,Fall,2002,39.30837945253053,-71.63182429190387
fawn cusk-eel,Fall,2003,39.783276905127494,-71.73089953387294
fawn cusk-eel,Fall,2004,39.14330213175884,-72.12622463491982
fawn cusk-eel,Fall,2005,38.71685633161758,-72.70592161176246
fawn cusk-eel,Fall,2006,39.268015647611435,-72.02436491493636
fawn cusk-eel,Fall,2007,39.394616073078296,-71.99830419898935
fawn cusk-eel,Fall,2008,39.484893265072245,-71.24724542200376
fawn cusk-eel,Fall,2009,39.40354608229715,-71.7823155485394
fawn cusk-eel,Fall,2010,40.185320439667755,-69.90116608707953
fawn cusk-eel,Fall,2011,39.438166515984214,-71.18552205817903
fawn cusk-eel,Fall,2012,39.75070127966224,-70.62203784313392
fawn cusk-eel,Fall,2013,39.40818682605265,-71.52984245435509
fawn cusk-eel,Fall,2014,39.77676497188888,-70.58385953083939
fawn cusk-eel,Fall,2015,39.48430010125707,-71.6285942939582
fawn cusk-eel,Fall,2016,39.00059605402643,-71.73639516269517
fawn cusk-eel,Fall,2017,40.65296861012476,-67.30627301013675
fawn cusk-eel,Fall,2018,39.505898824723026,-71.48754872658147
fawn cusk-eel,Fall,2019,39.56624657109747,-71.75710319510762
fourspot flounder,Spring,1970,39.76551227894731,-70.64430976366356
fourspot flounder,Spring,1971,40.19384917209837,-71.08935819058605
fourspot flounder,Spring,1972,40.03178170847362,-70.75553250108835
fourspot flounder,Spring,1973,39.93785963062714,-71.36160797165164
fourspot flounder,Spring,1974,40.29389883151813,-69.42097106181406
fourspot flounder,Spring,1975,40.15832788796901,-70.29372589717282
fourspot flounder,Spring,1976,40.16705249081441,-70.5123981643227
fourspot flounder,Spring,1977,39.72820007470279,-71.09668469402587
fourspot flounder,Spring,1978,39.57908889538969,-71.91388223687456
fourspot flounder,Spring,1979,40.19530391925977,-71.07988618514494
fourspot flounder,Spring,1980,40.123062743057304,-70.53921509018758
fourspot flounder,Spring,1981,40.00404397051017,-70.6860275384733
fourspot flounder,Spring,1982,40.057151742438954,-70.7966031794032
fourspot flounder,Spring,1983,40.12694589318767,-69.90969982665287
fourspot flounder,Spring,1984,39.96225638964268,-70.89917329294258
fourspot flounder,Spring,1985,40.210634620393286,-69.8226714488501
fourspot flounder,Spring,1986,40.079043295997444,-70.63389239544323
fourspot flounder,Spring,1987,40.0996418313311,-70.87365804987397
fourspot flounder,Spring,1988,39.93343475564595,-71.1821423182525
fourspot flounder,Spring,1989,39.87409934150653,-71.1811670192328
fourspot flounder,Spring,1990,40.00952706780842,-70.54332999586653
fourspot flounder,Spring,1991,39.95076409562819,-70.73967198321435
fourspot flounder,Spring,1992,39.91039517250739,-71.08255159914647
fourspot flounder,Spring,1993,40.0210514731335,-71.16423825651863
fourspot flounder,Spring,1994,40.103088110150615,-70.45329295490599
fourspot flounder,Spring,1995,40.00540230840434,-70.80908907885227
fourspot flounder,Spring,1996,39.909979500795785,-70.17342637573907
fourspot flounder,Spring,1997,39.60552342142211,-70.18981601327586
fourspot flounder,Spring,1998,40.099684267584536,-70.38670321414433
fourspot flounder,Spring,1999,40.0069846269134,-71.06343855541229
fourspot flounder,Spring,2000,40.11881607336694,-70.59125042417813
fourspot flounder,Spring,2001,40.136058735385056,-70.82803288050668
fourspot flounder,Spring,2002,40.20273001156019,-69.26255585877095
fourspot flounder,Spring,2003,40.186090311534876,-69.83765468837571
fourspot flounder,Spring,2004,39.807139415622764,-70.8266743808685
fourspot flounder,Spring,2005,40.004952898524955,-69.9025390557074
fourspot flounder,Spring,2006,39.98744195302575,-70.60431872111646
fourspot flounder,Spring,2007,40.486400099518924,-68.35673588316612
fourspot flounder,Spring,2008,40.1670191141058,-69.81675876731245
fourspot flounder,Spring,2009,40.1162559213682,-70.23078166137688
fourspot flounder,Spring,2010,40.05906315533429,-70.1748252769587
fourspot flounder,Spring,2011,39.8889300729766,-70.55615095374436
fourspot flounder,Spring,2012,40.08340419774758,-70.85351644492317
fourspot flounder,Spring,2013,40.22125225204902,-69.1441331366871
fourspot flounder,Spring,2014,40.14277657676902,-70.25547599533621
fourspot flounder,Spring,2015,40.07449003403499,-70.13696051325648
fourspot flounder,Spring,2016,39.37116517219852,-71.40523310682042
fourspot flounder,Spring,2017,40.3129059765965,-68.967918911658
fourspot flounder,Spring,2018,39.92364973968284,-69.38886635772809
fourspot flounder,Spring,2019,40.279213215931094,-69.27090747436863
fourspot flounder,Fall,1970,40.236391769432,-70.91155741154121
fourspot flounder,Fall,1971,39.70005872009731,-72.13116664969563
fourspot flounder,Fall,1972,39.90352961504837,-71.1777903660134
fourspot flounder,Fall,1973,39.91654458470509,-71.75706550052742
fourspot flounder,Fall,1974,40.15827070608147,-71.42679453768757
fourspot flounder,Fall,1975,40.06077687181348,-70.75617158192605
fourspot flounder,Fall,1976,40.43719325941216,-71.16964016374342
fourspot flounder,Fall,1977,40.377963196934324,-70.98128550385809
fourspot flounder,Fall,1978,40.44603066160332,-70.36062681314979
fourspot flounder,Fall,1979,40.51963631100237,-70.84867720841143
fourspot flounder,Fall,1980,40.012569050638945,-71.4394144195242
fourspot flounder,Fall,1981,39.9758563973137,-71.87147867535421
fourspot flounder,Fall,1982,39.84844169065837,-71.64414140093817
fourspot flounder,Fall,1983,40.26729350645587,-71.28040320857464
fourspot flounder,Fall,1984,40.36759281083579,-71.33685446199738
fourspot flounder,Fall,1985,40.19399085446882,-71.01953009855671
fourspot flounder,Fall,1986,40.37313011065661,-71.29670260336071
fourspot flounder,Fall,1987,40.54937263825514,-70.93094751779728
fourspot flounder,Fall,1988,40.25270528265851,-70.83620507845549
fourspot flounder,Fall,1989,40.49204891473352,-70.35847242468837
fourspot flounder,Fall,1990,40.23960989358249,-70.85700931709535
fourspot flounder,Fall,1991,40.401273350429825,-70.42303359036028
fourspot flounder,Fall,1992,40.43918863590215,-70.75957990838585
fourspot flounder,Fall,1993,40.539714727330974,-70.04642889993801
fourspot flounder,Fall,1994,40.46759490920773,-70.24663738045035
fourspot flounder,Fall,1995,40.416781763211596,-70.09612650849907
fourspot flounder,Fall,1996,40.18634084961986,-71.18661308262523
fourspot flounder,Fall,1997,40.53514360912478,-70.71652469462983
fourspot flounder,Fall,1998,40.23250534903161,-70.56816188167421
fourspot flounder,Fall,1999,39.494109399051034,-71.44196581745499
fourspot flounder,Fall,2000,40.46093466260832,-70.51353477227086
fourspot flounder,Fall,2001,40.64205603571185,-69.88693819612357
fourspot flounder,Fall,2002,40.44780424354023,-70.75424445258832
fourspot flounder,Fall,2003,40.22124572153884,-70.38809217081138
fourspot flounder,Fall,2004,40.28190564108831,-70.9904749711302
fourspot flounder,Fall,2005,40.42956017840841,-70.87710159956563
fourspot flounder,Fall,2006,40.246255555133956,-71.21366021544452
fourspot flounder,Fall,2007,40.28843615587626,-70.31050142580527
fourspot flounder,Fall,2008,40.82816552809128,-69.39510211678628
fourspot flounder,Fall,2009,39.87336301573917,-71.30849448536512
fourspot flounder,Fall,2010,40.357828197180325,-69.92313319746286
fourspot flounder,Fall,2011,39.871771538823126,-70.9340734058006
fourspot flounder,Fall,2012,40.1353413051446,-70.89471647885837
fourspot flounder,Fall,2013,40.302149960221996,-70.54470363878423
fourspot flounder,Fall,2014,40.058075473717636,-70.84435009432211
fourspot flounder,Fall,2015,40.41016431255846,-69.95839910474135
fourspot flounder,Fall,2016,40.03766778451698,-70.43909944804376
fourspot flounder,Fall,2017,41.61781949541016,-67.1274065096971
fourspot flounder,Fall,2018,40.26895352712897,-70.33773425899382
fourspot flounder,Fall,2019,40.292238961525804,-69.94020211267524
goosefish,Spring,1970,40.593596757394614,-70.43158358322164
goosefish,Spring,1971,40.87585710606413,-69.98365869687075
goosefish,Spring,1972,40.65466597934349,-70.64635427845693
goosefish,Spring,1973,40.139939028525674,-71.37476370686714
goosefish,Spring,1974,40.22685315342171,-71.07908141926933
goosefish,Spring,1975,40.54969035047688,-70.6016529810571
goosefish,Spring,1976,38.69364658280631,-72.64183546196033
goosefish,Spring,1977,37.701349780105865,-73.54768836910932
goosefish,Spring,1978,36.73913198913303,-74.12469970468221
goosefish,Spring,1979,40.030605600911066,-71.68832098766735
goosefish,Spring,1980,40.27743878307347,-71.29302818966755
goosefish,Spring,1981,39.317832043016935,-71.95045400148769
goosefish,Spring,1982,38.1476221557999,-73.51982159729288
goosefish,Spring,1983,40.13290719786442,-71.49408672091894
goosefish,Spring,1984,40.02646531405485,-71.5693174867106
goosefish,Spring,1985,40.8191734684084,-70.17743360659227
goosefish,Spring,1986,39.44660966885902,-71.68274997786764
goosefish,Spring,1987,40.5642657586558,-70.23364663084705
goosefish,Spring,1988,39.94534758472068,-70.95791391120977
goosefish,Spring,1989,40.780327914141544,-70.18206951083897
goosefish,Spring,1990,40.53337419233887,-69.54716723545214
goosefish,Spring,1991,40.46352296218979,-70.99523309235617
goosefish,Spring,1992,42.35007035919125,-69.59503860855715
goosefish,Spring,1993,42.028006401936935,-69.62013031328888
goosefish,Spring,1994,40.991192289615164,-69.77048164225008
goosefish,Spring,1995,41.79757303770393,-68.62111030040367
goosefish,Spring,1996,41.691212346375856,-69.46171766674081
goosefish,Spring,1997,38.51722501027563,-72.592360258976
goosefish,Spring,1998,40.081588810018566,-71.32472333563454
goosefish,Spring,1999,39.36762242427672,-71.80902732672722
