"comname","est_year","dist_km"
"atlantic sharpnose shark",2003,NA
"atlantic sharpnose shark",2006,NA
"atlantic sharpnose shark",2008,NA
"atlantic sharpnose shark",2009,NA
"atlantic sharpnose shark",2012,NA
"atlantic sharpnose shark",2014,NA
"atlantic sharpnose shark",2015,NA
"black sea bass",1970,79.4229675620789
"black sea bass",1971,55.5694879294236
"black sea bass",1972,68.2457443529933
"black sea bass",1973,40.624798000413
"black sea bass",1974,166.055506676038
"black sea bass",1975,58.5945723064684
"black sea bass",1976,16.2802162568921
"black sea bass",1977,345.631197331245
"black sea bass",1978,512.170175362163
"black sea bass",1979,470.954318166216
"black sea bass",1980,62.5190848010508
"black sea bass",1981,119.751085410663
"black sea bass",1982,136.457507782888
"black sea bass",1983,52.8588872395921
"black sea bass",1984,73.7732305204804
"black sea bass",1985,67.4141936168771
"black sea bass",1986,168.137159750095
"black sea bass",1987,106.782863927355
"black sea bass",1988,87.7729439471262
"black sea bass",1989,87.1752520103799
"black sea bass",1990,34.9243441118603
"black sea bass",1991,148.010049386354
"black sea bass",1992,75.9514969320261
"black sea bass",1993,87.3206189405929
"black sea bass",1994,88.3750964228028
"black sea bass",1995,23.9471089278965
"black sea bass",1996,51.8669098034373
"black sea bass",1997,92.0073396080045
"black sea bass",1998,121.023481045866
"black sea bass",1999,320.10639357337
"black sea bass",2000,69.3971630334011
"black sea bass",2001,229.274925859693
"black sea bass",2002,217.031149794814
"black sea bass",2003,61.2829001803188
"black sea bass",2004,136.090185943
"black sea bass",2005,354.55492575598
"black sea bass",2006,188.713443627394
"black sea bass",2007,198.599737002687
"black sea bass",2008,300.862866409049
"black sea bass",2009,129.622131924597
"black sea bass",2010,189.405474816768
"black sea bass",2011,78.2435609527022
"black sea bass",2012,128.574619342732
"black sea bass",2013,311.833603568926
"black sea bass",2014,132.999552293493
"black sea bass",2015,86.9042989236847
"black sea bass",2016,16.612884789332
"black sea bass",2017,380.217398526728
"black sea bass",2018,249.946011595342
"black sea bass",2019,59.1652006519876
"bluefish",1970,NA
"bluefish",1971,NA
"bluefish",1972,NA
"bluefish",1973,NA
"bluefish",1974,622.388841677574
"bluefish",1975,208.52371416016
"bluefish",1976,140.860059088705
"bluefish",1977,505.550304157829
"bluefish",1978,727.444988633141
"bluefish",1979,813.297554319353
"bluefish",1980,766.793821859985
"bluefish",1981,NA
"bluefish",1982,640.580065699271
"bluefish",1983,639.513271872713
"bluefish",1984,750.275262019892
"bluefish",1985,323.145770745429
"bluefish",1986,802.426422418053
"bluefish",1987,NA
"bluefish",1988,668.6048782297
"bluefish",1989,376.438526652179
"bluefish",1990,727.053071263416
"bluefish",1991,NA
"bluefish",1992,780.998047982622
"bluefish",1993,578.841062077691
"bluefish",1994,685.624599334066
"bluefish",1995,NA
"bluefish",1996,530.966576492916
"bluefish",1997,855.473422576004
"bluefish",1998,747.560307233821
"bluefish",1999,868.787838946152
"bluefish",2000,453.70621240894
"bluefish",2001,653.023871190362
"bluefish",2002,669.420521431062
"bluefish",2003,356.603952140664
"bluefish",2004,NA
"bluefish",2005,605.183141232016
"bluefish",2006,323.969257138203
"bluefish",2007,821.640904618252
"bluefish",2008,554.845230836285
"bluefish",2009,NA
"bluefish",2010,252.389635727754
"bluefish",2011,362.579932666348
"bluefish",2012,592.819208811933
"bluefish",2013,591.286069782134
"bluefish",2014,NA
"bluefish",2015,717.41840811824
"bluefish",2016,256.347730819734
"bluefish",2017,NA
"bluefish",2018,403.373124919165
"bluefish",2019,628.761243536069
"butterfish",1970,47.9319751454088
"butterfish",1971,171.388505860172
"butterfish",1972,267.883901384388
"butterfish",1973,273.691624146737
"butterfish",1974,35.680655550828
"butterfish",1975,358.756412349589
"butterfish",1976,71.4229013026652
"butterfish",1977,183.872016244737
"butterfish",1978,354.167105844213
"butterfish",1979,139.81175810202
"butterfish",1980,43.9586995640417
"butterfish",1981,88.8748666859328
"butterfish",1982,85.5703389573984
"butterfish",1983,87.0894988375011
"butterfish",1984,25.3581663304746
"butterfish",1985,33.2946521606089
"butterfish",1986,61.0864701555295
"butterfish",1987,67.1723946340505
"butterfish",1988,183.12347293797
"butterfish",1989,266.86932306977
"butterfish",1990,25.9070938670254
"butterfish",1991,41.3447794935168
"butterfish",1992,66.504068211921
"butterfish",1993,263.679948517229
"butterfish",1994,137.796014786567
"butterfish",1995,182.789811848643
"butterfish",1996,82.1734845902374
"butterfish",1997,124.187091491985
"butterfish",1998,24.3331937829723
"butterfish",1999,181.779947315036
"butterfish",2000,64.3896376257626
"butterfish",2001,107.954794095455
"butterfish",2002,111.305259582034
"butterfish",2003,342.04729751144
"butterfish",2004,413.63353577236
"butterfish",2005,82.4093354449765
"butterfish",2006,181.530893421728
"butterfish",2007,24.5162072970866
"butterfish",2008,26.9180587317062
"butterfish",2009,284.577630064577
"butterfish",2010,71.6533752721634
"butterfish",2011,227.907441826505
"butterfish",2012,180.967897374275
"butterfish",2013,187.882700278771
"butterfish",2014,42.0946981599208
"butterfish",2015,171.946161054574
"butterfish",2016,157.404958155156
"butterfish",2017,490.04611956873
"butterfish",2018,370.505198154863
"butterfish",2019,246.936147129879
"fawn cusk-eel",1970,217.888056608796
"fawn cusk-eel",1971,51.2048337011422
"fawn cusk-eel",1972,85.6446086037116
"fawn cusk-eel",1973,258.553230077585
"fawn cusk-eel",1974,117.251031269575
"fawn cusk-eel",1975,268.606803630206
"fawn cusk-eel",1976,40.0571906155624
"fawn cusk-eel",1977,155.968840586394
"fawn cusk-eel",1978,99.4514032220846
"fawn cusk-eel",1979,51.7557822697416
"fawn cusk-eel",1980,122.10573937926
"fawn cusk-eel",1981,130.593617418526
"fawn cusk-eel",1982,65.1351630293921
"fawn cusk-eel",1983,154.243913400171
"fawn cusk-eel",1984,401.16857677101
"fawn cusk-eel",1985,44.746562406463
"fawn cusk-eel",1986,62.5853732580762
"fawn cusk-eel",1987,11.5359336359172
"fawn cusk-eel",1988,168.027114100016
"fawn cusk-eel",1989,96.1454140225937
"fawn cusk-eel",1990,148.01106131544
"fawn cusk-eel",1991,75.6773432644515
"fawn cusk-eel",1992,200.79238128537
"fawn cusk-eel",1993,124.954022097766
"fawn cusk-eel",1994,256.820758361733
"fawn cusk-eel",1995,107.585751231699
"fawn cusk-eel",1996,50.3110555007049
"fawn cusk-eel",1997,152.994357918921
"fawn cusk-eel",1998,103.973740500492
"fawn cusk-eel",1999,88.503663302454
"fawn cusk-eel",2000,219.594583237726
"fawn cusk-eel",2001,5.4619587389214
"fawn cusk-eel",2002,239.940028904748
"fawn cusk-eel",2003,93.0825058471026
"fawn cusk-eel",2004,57.2943350614791
"fawn cusk-eel",2005,87.9936810175853
"fawn cusk-eel",2006,121.22652558119
"fawn cusk-eel",2007,229.880142408395
"fawn cusk-eel",2008,134.981384907003
"fawn cusk-eel",2009,247.690233315313
"fawn cusk-eel",2010,204.951211711952
"fawn cusk-eel",2011,181.376555777305
"fawn cusk-eel",2012,57.1736528471546
"fawn cusk-eel",2013,82.1028626166117
"fawn cusk-eel",2014,74.6024027418796
"fawn cusk-eel",2015,125.321021848282
"fawn cusk-eel",2016,158.26855517408
"fawn cusk-eel",2017,262.554134369864
"fawn cusk-eel",2018,49.3508174186018
"fawn cusk-eel",2019,33.563004650916
"fourspot flounder",1970,57.0938177192661
"fourspot flounder",1971,104.411974362226
"fourspot flounder",1972,38.7078944698002
"fourspot flounder",1973,33.8042748197086
"fourspot flounder",1974,170.952552235523
"fourspot flounder",1975,40.7964593644369
"fourspot flounder",1976,63.3145396263667
"fourspot flounder",1977,72.9150310447696
"fourspot flounder",1978,163.676789280831
"fourspot flounder",1979,41.0417808964232
"fourspot flounder",1980,77.5818079058953
"fourspot flounder",1981,101.039928492167
"fourspot flounder",1982,75.8792360432289
"fourspot flounder",1983,117.459393103074
"fourspot flounder",1984,58.4348460849881
"fourspot flounder",1985,101.662264279795
"fourspot flounder",1986,65.0826503296656
"fourspot flounder",1987,50.2431405723249
"fourspot flounder",1988,46.1115599097786
"fourspot flounder",1989,98.0091246632513
"fourspot flounder",1990,36.9575184837027
"fourspot flounder",1991,56.8607211143564
"fourspot flounder",1992,64.886852070097
"fourspot flounder",1993,110.983344658874
"fourspot flounder",1994,44.1595094714184
"fourspot flounder",1995,75.8798677883291
"fourspot flounder",1996,91.5533674667569
"fourspot flounder",1997,112.666735896764
"fourspot flounder",1998,21.3511556840431
"fourspot flounder",1999,65.5706913860631
"fourspot flounder",2000,38.6087632773912
"fourspot flounder",2001,97.5615526607186
"fourspot flounder",2002,129.356514528992
"fourspot flounder",2003,46.9094192421197
"fourspot flounder",2004,54.6020043588196
"fourspot flounder",2005,95.2701283533367
"fourspot flounder",2006,59.2704882947516
"fourspot flounder",2007,166.928594670807
"fourspot flounder",2008,81.7054667624458
"fourspot flounder",2009,95.6965935483137
"fourspot flounder",2010,39.5028816984202
"fourspot flounder",2011,32.3042876929027
"fourspot flounder",2012,6.7549272312774
"fourspot flounder",2013,119.181352165451
"fourspot flounder",2014,50.9643960689905
"fourspot flounder",2015,40.2849509386079
"fourspot flounder",2016,111.010869459439
"fourspot flounder",2017,211.970348294217
"fourspot flounder",2018,89.3777082887556
"fourspot flounder",2019,56.7898479528828
"goosefish",1970,184.380642288606
"goosefish",1971,141.925168846498
"goosefish",1972,75.5638573247517
"goosefish",1973,150.410163012046
"goosefish",1974,144.922206559284
"goosefish",1975,19.1429645861377
"goosefish",1976,353.045872047758
"goosefish",1977,615.154569088983
"goosefish",1978,733.085570941067
"goosefish",1979,221.809618432184
"goosefish",1980,153.273793628051
"goosefish",1981,202.391074858253
"goosefish",1982,390.630575509728
"goosefish",1983,112.413151413675
"goosefish",1984,207.914162908642
"goosefish",1985,46.4182420833692
"goosefish",1986,353.435791495416
"goosefish",1987,142.839918007216
"goosefish",1988,270.238896455892
"goosefish",1989,99.870233260154
"goosefish",1990,120.445122741825
"goosefish",1991,42.7133473047532
"goosefish",1992,70.6984668244696
"goosefish",1993,77.3412091697086
"goosefish",1994,68.1119952421996
"goosefish",1995,111.218810955171
"goosefish",1996,73.1295792645982
"goosefish",1997,342.234111476175
"goosefish",1998,181.161684631864
"goosefish",1999,187.008379641104
"goosefish",2000,21.1487235893024
"goosefish",2001,25.0907987426243
"goosefish",2002,55.2172928351474
"goosefish",2003,124.776919067742
"goosefish",2004,170.814013021653
"goosefish",2005,78.2456276646939
"goosefish",2006,132.727647983712
"goosefish",2007,239.871820374653
"goosefish",2008,131.336229622094
"goosefish",2009,116.242904315028
"goosefish",2010,35.221927561138
"goosefish",2011,199.528256320341
"goosefish",2012,253.499926948359
"goosefish",2013,109.147188933482
"goosefish",2014,70.0585123398317
"goosefish",2015,80.9423701407258
"goosefish",2016,130.858538841844
"goosefish",2017,187.127821455365
"goosefish",2018,90.6961296930096
"goosefish",2019,43.1050735819778
"gulf stream flounder",1970,55.708120222947
"gulf stream flounder",1971,104.000306430656
"gulf stream flounder",1972,62.6462795044256
"gulf stream flounder",1973,16.2083546627356
"gulf stream flounder",1974,15.9313091743934
"gulf stream flounder",1975,101.121749300314
"gulf stream flounder",1976,24.4071574090104
"gulf stream flounder",1977,77.6187111395374
"gulf stream flounder",1978,133.277682532424
"gulf stream flounder",1979,216.031676017409
"gulf stream flounder",1980,133.037160928082
"gulf stream flounder",1981,167.651231843003
"gulf stream flounder",1982,63.8008410788735
"gulf stream flounder",1983,139.502371226446
"gulf stream flounder",1984,29.6195185618921
"gulf stream flounder",1985,26.08885632072
"gulf stream flounder",1986,233.297206773668
"gulf stream flounder",1987,15.8448982196072
"gulf stream flounder",1988,104.339122468272
"gulf stream flounder",1989,51.2812174212792
"gulf stream flounder",1990,22.7210105264747
"gulf stream flounder",1991,82.0733440465817
"gulf stream flounder",1992,110.932284714288
"gulf stream flounder",1993,24.9046129771278
"gulf stream flounder",1994,119.603585858274
"gulf stream flounder",1995,184.277166723683
"gulf stream flounder",1996,402.806751640533
"gulf stream flounder",1997,319.4223530052
"gulf stream flounder",1998,101.452243178685
"gulf stream flounder",1999,74.8054879659507
"gulf stream flounder",2000,65.772919892917
"gulf stream flounder",2001,56.9783367542532
"gulf stream flounder",2002,109.863430336289
"gulf stream flounder",2003,20.8619610631948
"gulf stream flounder",2004,95.3102590438653
"gulf stream flounder",2005,84.9842117082614
"gulf stream flounder",2006,85.8734465220128
"gulf stream flounder",2007,45.4984696628728
"gulf stream flounder",2008,11.428360303734
"gulf stream flounder",2009,42.4653444551067
"gulf stream flounder",2010,33.3311218254176
"gulf stream flounder",2011,39.3949469479387
"gulf stream flounder",2012,33.9820313652598
"gulf stream flounder",2013,85.2365963087662
"gulf stream flounder",2014,44.4822946081409
"gulf stream flounder",2015,83.637444295556
"gulf stream flounder",2016,47.233647938263
"gulf stream flounder",2017,326.117056188905
"gulf stream flounder",2018,30.5803560874092
"gulf stream flounder",2019,23.589584099596
"haddock",1970,40.1646117396441
"haddock",1971,96.3145283091447
"haddock",1972,53.3828295347865
"haddock",1973,63.5777604714725
"haddock",1974,90.5097899093227
"haddock",1975,21.6665832748016
"haddock",1976,154.559932003096
"haddock",1977,28.957512669102
"haddock",1978,63.9539212074531
"haddock",1979,74.7615141786484
"haddock",1980,47.8988390158603
"haddock",1981,111.010576381862
"haddock",1982,39.2541878013639
"haddock",1983,117.323380523104
"haddock",1984,27.288642124463
"haddock",1985,65.4696300624487
"haddock",1986,42.9940534492208
"haddock",1987,84.7106962386706
"haddock",1988,84.0386033728035
"haddock",1989,24.3078184251764
"haddock",1990,33.9436963297607
"haddock",1991,160.68026327006
"haddock",1992,54.5701394840772
"haddock",1993,19.807686174976
"haddock",1994,21.5546980131729
"haddock",1995,18.1322642889417
"haddock",1996,225.810076462201
"haddock",1997,219.040175186504
"haddock",1998,40.1623022861742
"haddock",1999,38.9994166278338
"haddock",2000,65.0154812959841
"haddock",2001,38.9260773397767
"haddock",2002,53.0031048122341
"haddock",2003,69.9802913571323
"haddock",2004,29.6620674922289
"haddock",2005,49.4370883971048
"haddock",2006,20.48326548873
"haddock",2007,63.2763250719125
"haddock",2008,58.0941705851808
"haddock",2009,3.61520378224678
"haddock",2010,61.521971571112
"haddock",2011,38.5149062329157
"haddock",2012,45.144293590186
"haddock",2013,34.2672001925382
"haddock",2014,74.8531013698774
"haddock",2015,56.0107414606602
"haddock",2016,45.5848224646792
"haddock",2017,15.55450417363
"haddock",2018,55.4208876104557
"haddock",2019,56.9613644286668
"little skate",1970,18.8656010396218
"little skate",1971,222.634999189771
"little skate",1972,80.3044378842709
"little skate",1973,352.760794711259
"little skate",1974,184.121130318141
"little skate",1975,121.375585155921
"little skate",1976,56.0553905157772
"little skate",1977,231.385373193774
"little skate",1978,129.989974129407
"little skate",1979,45.767941335076
"little skate",1980,212.441302453249
"little skate",1981,50.9222322697551
"little skate",1982,87.3881688136049
"little skate",1983,92.6606028716267
"little skate",1984,234.966795909124
"little skate",1985,29.9201828060569
"little skate",1986,51.0594731784962
"little skate",1987,149.859595532866
"little skate",1988,204.244148938949
"little skate",1989,195.980192693084
"little skate",1990,33.3592020248648
