"comname","est_year","COGy","COGx"
"american plaice",1970,42.7619382139197,-69.0688303522428
"american plaice",1971,42.6694900530548,-68.522235473437
"american plaice",1972,42.5864512174314,-69.1735582849176
"american plaice",1973,42.8553383528369,-69.0539427197917
"american plaice",1974,42.5757021447366,-69.6983254302879
"american plaice",1975,42.4772861925784,-69.7197659711018
"american plaice",1976,42.7555867294188,-69.649639300395
"american plaice",1977,42.9543145170756,-69.324428119951
"american plaice",1978,42.9387510121084,-69.210948398512
"american plaice",1979,42.9991477099943,-69.4939024854141
"american plaice",1980,42.7235271972836,-69.5107047116441
"american plaice",1981,43.0398094999745,-69.1793668391796
"american plaice",1982,42.5269312935236,-69.3523699011696
"american plaice",1983,42.6929492135902,-69.8000358087042
"american plaice",1984,42.6562003122522,-69.6766313849074
"american plaice",1985,42.6990381224577,-69.3776371969837
"american plaice",1986,42.7135040949509,-69.7452649381382
"american plaice",1987,42.819519690592,-69.4169820799441
"american plaice",1988,42.6904767131055,-69.6042831219821
"american plaice",1989,42.5604599235558,-69.5154196418268
"american plaice",1990,42.7003178789123,-69.6544434503078
"american plaice",1991,42.7037590405839,-69.8670658954659
"american plaice",1992,42.6700377386043,-69.4504902000194
"american plaice",1993,42.6868836264802,-69.375154618066
"american plaice",1994,42.7141301801525,-69.6721190149946
"american plaice",1995,42.7601690615231,-69.3953335035602
"american plaice",1996,42.6827139935609,-69.3860324648472
"american plaice",1997,42.4992773934989,-69.5601195434744
"american plaice",1998,42.4410693896173,-69.7729640814888
"american plaice",1999,42.6201934922406,-69.7569184177694
"american plaice",2000,42.5310830121865,-69.2526473177178
"american plaice",2001,42.6350443288464,-69.94063187237
"american plaice",2002,42.6566792033598,-69.2192805118116
"american plaice",2003,42.0611866113995,-68.9972444599039
"american plaice",2004,42.5054443837366,-70.0284355651632
"american plaice",2005,42.7644632389741,-69.5386382600418
"american plaice",2006,42.5838733225248,-69.8187154841794
"american plaice",2007,42.5506389090418,-69.5433393002247
"american plaice",2008,42.6819816083054,-69.7201012966584
"american plaice",2009,42.6245622087816,-68.9814909071355
"american plaice",2010,42.5853013809912,-69.4556147664508
"american plaice",2011,42.6503226852791,-69.6610773519136
"american plaice",2012,42.8285931993051,-69.5617472942236
"american plaice",2013,42.8434386236678,-69.5902854196378
"american plaice",2014,42.7673366218277,-69.8452963610552
"american plaice",2015,42.7803284022118,-69.4827000062152
"american plaice",2016,42.9993220392664,-69.4955944560896
"american plaice",2017,42.880563201337,-69.606645097083
"american plaice",2018,43.0815652365803,-69.5754745032924
"american plaice",2019,42.8955428004344,-69.6386046404191
"atlantic cod",1970,42.2427267430901,-68.9069425860034
"atlantic cod",1971,42.2232644284175,-69.2071995016061
"atlantic cod",1972,41.5699678870075,-69.300306725548
"atlantic cod",1973,41.8295808861804,-68.1458937865009
"atlantic cod",1974,41.7409812204838,-67.7753440146899
"atlantic cod",1975,41.8176998240153,-68.8504833185827
"atlantic cod",1976,41.9132714980782,-68.8108050376984
"atlantic cod",1977,42.1592778918617,-68.5363251389454
"atlantic cod",1978,41.9978186079226,-67.9913413458935
"atlantic cod",1979,41.9890163459009,-68.0576205691067
"atlantic cod",1980,41.942548357916,-68.2936063066561
"atlantic cod",1981,41.952944853023,-68.5349011933185
"atlantic cod",1982,42.0472941808974,-67.3520866781669
"atlantic cod",1983,41.7937203295397,-68.6414961188489
"atlantic cod",1984,42.317130981082,-68.2711799779628
"atlantic cod",1985,42.257436839854,-68.1662682707331
"atlantic cod",1986,42.0221099977096,-68.0040193704582
"atlantic cod",1987,42.0500297312829,-68.4540453873196
"atlantic cod",1988,42.0553468991102,-68.6980742412915
"atlantic cod",1989,42.0755053092957,-68.1979404204173
"atlantic cod",1990,41.8082213181736,-68.2559726062064
"atlantic cod",1991,41.9938500365646,-68.2308671831101
"atlantic cod",1992,42.2135240315853,-68.1276374766369
"atlantic cod",1993,42.0533127339747,-68.3097416424508
"atlantic cod",1994,42.0288880934262,-68.2013484593498
"atlantic cod",1995,42.0974993680818,-68.2031696940248
"atlantic cod",1996,42.4385498135532,-68.6337377621077
"atlantic cod",1997,42.1460228404937,-67.9628890358882
"atlantic cod",1998,42.0001228433044,-68.073204019272
"atlantic cod",1999,42.3137618805002,-69.7649513368583
"atlantic cod",2000,41.8178841383331,-69.1437706870431
"atlantic cod",2001,42.7009643775878,-69.1164283509064
"atlantic cod",2002,42.5695790896073,-69.7176097693848
"atlantic cod",2003,42.3816618061124,-69.8886118084804
"atlantic cod",2004,42.1826347023419,-67.1288522874696
"atlantic cod",2005,42.366396873335,-68.8498629815149
"atlantic cod",2006,42.0934935928791,-68.8839742258643
"atlantic cod",2007,42.279931510659,-69.39530703509
"atlantic cod",2008,42.2058946268634,-69.7663340322523
"atlantic cod",2009,42.2214044806669,-69.7616550128578
"atlantic cod",2010,42.1129680645654,-69.1851409563955
"atlantic cod",2011,42.2374902719668,-69.0104239874439
"atlantic cod",2012,42.2706353612049,-68.940903734215
"atlantic cod",2013,42.1792530499628,-67.5187026388567
"atlantic cod",2014,42.334762443953,-68.3865718821649
"atlantic cod",2015,42.4849414451902,-69.0417047432807
"atlantic cod",2016,42.4054191153015,-68.3246603400019
"atlantic cod",2017,42.0415556768069,-67.4069193487585
"atlantic cod",2018,42.215796872705,-67.8149595562032
"atlantic cod",2019,42.1275758494709,-66.9362470452239
"atlantic croaker",1970,36.05,-75.25
"atlantic croaker",1971,37.483333,-75.216667
"atlantic croaker",1972,35.666667,-74.916667
"atlantic croaker",1973,36.2557167933858,-75.4388610743307
"atlantic croaker",1974,37.0731891020297,-74.801289235518
"atlantic croaker",1975,35.5794425975936,-74.9676728731863
"atlantic croaker",1976,35.901004298482,-75.2135020762202
"atlantic croaker",1977,37.6160795875738,-75.3001821217019
"atlantic croaker",1978,37.1462959722222,-75.41574075
"atlantic croaker",1979,37.6634054673913,-75.0123188369565
"atlantic croaker",1980,36.5595654515103,-75.5746949586645
"atlantic croaker",1981,36.5358866375618,-75.2270727990115
"atlantic croaker",1982,38.25,-74.8
"atlantic croaker",1983,37.5022342906453,-75.2834081945974
"atlantic croaker",1984,36.4527151421921,-75.5582525548032
"atlantic croaker",1985,36.8343084005319,-75.2215219590806
"atlantic croaker",1986,37.7499291641368,-75.0666906118195
"atlantic croaker",1989,37.1992211096805,-75.5331581473534
"atlantic croaker",1990,36.4627780666667,-75.3627777666667
"atlantic croaker",1991,36.433333,-75.533333
"atlantic croaker",1992,38.283333,-74.816667
"atlantic croaker",1993,35.566667,-75.133333
"atlantic croaker",1995,37.288758693287,-75.1679457375401
"atlantic croaker",1996,37.089555328,-75.3150663333333
"atlantic croaker",1997,37.7828944473684,-75.0763157894737
"atlantic croaker",1998,36.7731970754913,-75.367760745477
"atlantic croaker",1999,36.4991020001513,-75.5428186101694
"atlantic croaker",2000,37.3806944713838,-75.059830891505
"atlantic croaker",2001,38.061058,-74.81961
"atlantic croaker",2002,38.070333,-74.877
"atlantic croaker",2003,37.7202493521902,-74.9536954513755
"atlantic croaker",2005,38.0551,-74.909083
"atlantic croaker",2006,37.934006163999,-74.8941429310515
"atlantic croaker",2007,38.1983422980158,-74.8580406927636
"atlantic croaker",2008,37.4410689761755,-75.2880254786267
"atlantic croaker",2009,37.9190691100384,-74.7715885315443
"atlantic croaker",2010,37.9691128862362,-74.9472498954578
"atlantic croaker",2011,38.4229824751305,-74.7332873083943
"atlantic croaker",2012,36.2270497948313,-75.225392587132
"atlantic croaker",2013,35.5582845220504,-75.1816625345568
"atlantic croaker",2014,38.6416021213945,-74.5560800221293
"atlantic croaker",2015,36.8033732478922,-75.1508920415726
"atlantic croaker",2016,37.886277389338,-75.0303080519412
"atlantic croaker",2017,36.0378080474794,-75.3099835924627
"atlantic croaker",2018,37.8521291266773,-75.0319752732161
"atlantic croaker",2019,37.1629850615297,-75.2753559398246
"atlantic herring",1970,40.6641461737128,-71.2549723650933
"atlantic herring",1971,41.3401832665765,-70.9518037440357
"atlantic herring",1972,40.9446442419266,-70.994477242916
"atlantic herring",1973,41.421042493609,-71.0288337957772
"atlantic herring",1974,41.1135397501438,-69.3407661003537
"atlantic herring",1975,42.4147337488337,-69.1523160196001
"atlantic herring",1976,41.4870022289168,-70.2924714609436
"atlantic herring",1977,41.869569091637,-70.578947128274
"atlantic herring",1978,41.4143332328046,-70.371785188182
"atlantic herring",1979,41.3605011692183,-70.6218440192275
"atlantic herring",1980,41.425600491806,-70.640126053231
"atlantic herring",1981,41.1285341793147,-69.5055781911105
"atlantic herring",1982,42.5662010004083,-69.6379248412108
"atlantic herring",1983,42.751884249977,-69.5448800996768
"atlantic herring",1984,42.2057382705649,-69.8740633255195
"atlantic herring",1985,41.8470501761939,-70.2251203291342
"atlantic herring",1986,40.7317594489913,-71.6690517931138
"atlantic herring",1987,41.1438808617547,-70.676563546119
"atlantic herring",1988,41.4382833681931,-70.2295643266527
"atlantic herring",1989,42.139949717987,-70.4590748412462
"atlantic herring",1990,41.6938855130784,-70.1430076110226
"atlantic herring",1991,40.9776056246975,-70.3825463499311
"atlantic herring",1992,41.6059588540985,-69.6293445407368
"atlantic herring",1993,40.5939849407143,-70.6658718228393
"atlantic herring",1994,40.904735229229,-70.1788856922199
"atlantic herring",1995,41.641502762019,-69.6893806784399
"atlantic herring",1996,40.6683465273925,-70.4475525847562
"atlantic herring",1997,41.5090525879162,-70.1251489760013
"atlantic herring",1998,41.1719985771891,-70.3021918102509
"atlantic herring",1999,40.7566554448159,-71.2069891964748
"atlantic herring",2000,42.0225422149975,-69.1367228659234
"atlantic herring",2001,41.5820312013575,-69.3493189052728
"atlantic herring",2002,42.3999592887266,-69.7673708852774
"atlantic herring",2003,41.6093888417422,-69.1506799080035
"atlantic herring",2004,41.6374786201861,-69.5502925036445
"atlantic herring",2005,41.5402156421951,-69.9368847068617
"atlantic herring",2006,41.6056067395994,-70.7030408803441
"atlantic herring",2007,41.5092925169548,-69.7049874523148
"atlantic herring",2008,41.4293751314678,-70.2108468240679
"atlantic herring",2009,41.5784344398203,-69.2374720496693
"atlantic herring",2010,41.2256342060114,-70.1459744362616
"atlantic herring",2011,42.1572980332296,-69.2938473385139
"atlantic herring",2012,42.4790064214543,-69.1474632715975
"atlantic herring",2013,42.003704656993,-69.6476107294797
"atlantic herring",2014,41.9841759147421,-69.3214573183805
"atlantic herring",2015,42.0956012627101,-68.9553534613399
"atlantic herring",2016,42.2735507712167,-68.8181659320925
"atlantic herring",2017,42.1411774475083,-69.9219058187913
"atlantic herring",2018,41.5398426860832,-69.677785393268
"atlantic herring",2019,42.0083622581214,-68.7803576647841
"atlantic mackerel",1970,39.1152490103505,-72.5532438548034
"atlantic mackerel",1971,39.2300717166852,-72.831021719809
"atlantic mackerel",1972,40.0208725611445,-71.1089352947612
"atlantic mackerel",1973,40.1321621741988,-70.7482432455105
"atlantic mackerel",1974,39.6461349226336,-72.4260518634809
"atlantic mackerel",1975,40.1418686266117,-70.4821877934913
"atlantic mackerel",1976,39.9073003323169,-70.4733565523302
"atlantic mackerel",1977,39.1777276704484,-72.6067103863541
"atlantic mackerel",1978,38.8066285845318,-72.8286091691925
"atlantic mackerel",1979,39.5885557327798,-71.0799404501844
"atlantic mackerel",1980,39.1913559303826,-72.5190858333747
"atlantic mackerel",1981,38.7493178193526,-73.2421550741982
"atlantic mackerel",1982,39.0717635034203,-72.7706452644203
"atlantic mackerel",1983,40.7336277662082,-71.4188059593975
"atlantic mackerel",1984,39.8190717377375,-72.9347761230276
"atlantic mackerel",1985,40.881362294274,-70.7893315463484
"atlantic mackerel",1986,39.9369665499345,-72.1050054109453
"atlantic mackerel",1987,39.0581279456175,-73.1933084355316
"atlantic mackerel",1988,39.845463405068,-72.0007183074977
"atlantic mackerel",1989,38.5887109807112,-74.042851194837
"atlantic mackerel",1990,39.49350465128,-73.1755706720723
"atlantic mackerel",1991,39.3518625854331,-73.4537553256852
"atlantic mackerel",1992,39.2468943089248,-73.0847098228965
"atlantic mackerel",1993,38.8574413252628,-72.3288028982619
"atlantic mackerel",1994,38.6877109484199,-72.5657505132481
"atlantic mackerel",1995,39.9745825345216,-71.9373474703079
"atlantic mackerel",1996,39.7807398650207,-71.8773668688377
"atlantic mackerel",1997,40.7505644810557,-69.2513836482347
"atlantic mackerel",1998,40.2856677587832,-71.853764322818
